Sentence_1,Sentence_2,Word,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs,n_params
Compró el aceite de oliva,Compró el aceite de cocina,aceite,True,0.0,0,8,8,0,355356672
Compró el aceite de oliva,Compró el aceite de motor,aceite,False,0.0,0,8,8,0,355356672
Compró el aceite de oliva,Compró el aceite de carro,aceite,False,0.0,0,8,8,0,355356672
Compró el aceite de cocina,Compró el aceite de motor,aceite,False,0.0,0,8,8,0,355356672
Compró el aceite de cocina,Compró el aceite de carro,aceite,False,0.0,0,8,8,0,355356672
Compró el aceite de motor,Compró el aceite de carro,aceite,True,0.0,0,8,8,0,355356672
Le gustó el ala sureste,Le gustó el ala remodelada,ala,True,0.0,0,7,7,0,355356672
Le gustó el ala sureste,Le gustó el ala plumosa,ala,False,0.0,0,7,7,0,355356672
Le gustó el ala sureste,Le gustó el ala de águila,ala,False,0.0,0,7,7,0,355356672
Le gustó el ala remodelada,Le gustó el ala plumosa,ala,False,0.0,0,8,8,0,355356672
Le gustó el ala remodelada,Le gustó el ala de águila,ala,False,0.0,0,8,8,0,355356672
Le gustó el ala plumosa,Le gustó el ala de águila,ala,True,0.0,0,8,8,0,355356672
Evaluó el algodón cultivado,Evaluó el algodón sembrado,algodón,True,0.0,0,9,9,0,355356672
Evaluó el algodón cultivado,Evaluó el algodón endulzado,algodón,False,0.0,0,9,9,0,355356672
Evaluó el algodón cultivado,Evaluó el algodón caramelizado,algodón,False,0.0,0,9,9,0,355356672
Evaluó el algodón sembrado,Evaluó el algodón endulzado,algodón,False,0.0,0,9,9,0,355356672
Evaluó el algodón sembrado,Evaluó el algodón caramelizado,algodón,False,0.0,0,9,9,0,355356672
Evaluó el algodón endulzado,Evaluó el algodón caramelizado,algodón,True,0.0,0,10,10,0,355356672
Se trataba del arte de mentir,Se trataba del arte de guerra,arte,True,0.0,0,8,8,0,355356672
Se trataba del arte de mentir,Se trataba del arte renacentista,arte,False,0.0,0,8,8,0,355356672
