Sentence_1,Sentence_2,Word,Same_sense,Distance,Layer,S1_ntokens,S2_ntokens,token_diffs
Compró el aceite de oliva,Compró el aceite de cocina,aceite,True,0.0,0,10,10,0
Compró el aceite de oliva,Compró el aceite de motor,aceite,False,0.0,0,10,10,0
Compró el aceite de oliva,Compró el aceite de carro,aceite,False,0.0,0,10,10,0
Compró el aceite de cocina,Compró el aceite de motor,aceite,False,0.0,0,9,9,0
Compró el aceite de cocina,Compró el aceite de carro,aceite,False,0.0,0,9,9,0
Compró el aceite de motor,Compró el aceite de carro,aceite,True,0.0,0,9,9,0
Le gustó el ala sureste,Le gustó el ala remodelada,ala,True,0.0,0,9,9,0
Le gustó el ala sureste,Le gustó el ala plumosa,ala,False,0.0,0,9,9,0
Le gustó el ala sureste,Le gustó el ala de águila,ala,False,0.0,0,9,9,0
Le gustó el ala remodelada,Le gustó el ala plumosa,ala,False,0.0,0,12,12,0
Le gustó el ala remodelada,Le gustó el ala de águila,ala,False,0.0,0,12,12,0
Le gustó el ala plumosa,Le gustó el ala de águila,ala,True,0.0,0,10,10,0
Evaluó el algodón cultivado,Evaluó el algodón sembrado,algodón,True,0.0,0,11,11,0
Evaluó el algodón cultivado,Evaluó el algodón endulzado,algodón,False,0.0,0,11,11,0
Evaluó el algodón cultivado,Evaluó el algodón caramelizado,algodón,False,0.0,0,11,11,0
Evaluó el algodón sembrado,Evaluó el algodón endulzado,algodón,False,0.0,0,10,10,0
Evaluó el algodón sembrado,Evaluó el algodón caramelizado,algodón,False,0.0,0,10,10,0
Evaluó el algodón endulzado,Evaluó el algodón caramelizado,algodón,True,0.0,0,11,11,0
Se trataba del arte de mentir,Se trataba del arte de guerra,arte,True,0.0,0,9,9,0
Se trataba del arte de mentir,Se trataba del arte renacentista,arte,False,0.0,0,9,9,0
Se trataba del arte de mentir,Se trataba del arte abstracto,arte,False,0.0,0,9,9,0
Se trataba del arte de guerra,Se trataba del arte renacentista,arte,False,0.0,0,8,8,0
Se trataba del arte de guerra,Se trataba del arte abstracto,arte,False,0.0,0,8,8,0
Se trataba del arte renacentista,Se trataba del arte abstracto,arte,True,0.0,0,10,10,0
Era un banco financiero,Era un banco exitoso,banco,True,0.0,0,7,7,0
Era un banco financiero,Era un banco plástico,banco,False,0.0,0,7,7,0
Era un banco financiero,Era un banco cómodo,banco,False,0.0,0,7,7,0
Era un banco exitoso,Era un banco plástico,banco,False,0.0,0,7,7,0
Era un banco exitoso,Era un banco cómodo,banco,False,0.0,0,7,7,0
Era un banco plástico,Era un banco cómodo,banco,True,0.0,0,7,7,0
Disfrutó el baño caliente,Disfrutó el baño frío,baño,True,0.0,0,11,11,0
Disfrutó el baño caliente,Disfrutó el baño remodelado,baño,False,0.0,0,11,11,0
Disfrutó el baño caliente,Disfrutó el baño privado,baño,False,0.0,0,11,11,0
Disfrutó el baño frío,Disfrutó el baño remodelado,baño,False,0.0,0,10,10,0
Disfrutó el baño frío,Disfrutó el baño privado,baño,False,0.0,0,10,10,0
Disfrutó el baño remodelado,Disfrutó el baño privado,baño,True,0.0,0,13,13,0
Era una cadena de oro,Era una cadena elegante,cadena,True,0.0,0,7,7,0
Era una cadena de oro,Era una cadena de hierro,cadena,False,0.0,0,7,7,0
Era una cadena de oro,Era una cadena de reo,cadena,False,0.0,0,7,7,0
Era una cadena de oro,Era una cadena de radio,cadena,False,0.0,0,7,7,0
Era una cadena de oro,Era una cadena televisiva,cadena,False,0.0,0,7,7,0
Era una cadena elegante,Era una cadena de hierro,cadena,False,0.0,0,6,6,0
Era una cadena elegante,Era una cadena de reo,cadena,False,0.0,0,6,6,0
Era una cadena elegante,Era una cadena de radio,cadena,False,0.0,0,6,6,0
Era una cadena elegante,Era una cadena televisiva,cadena,False,0.0,0,6,6,0
Era una cadena de hierro,Era una cadena de reo,cadena,True,0.0,0,7,7,0
Era una cadena de hierro,Era una cadena de radio,cadena,False,0.0,0,7,7,0
Era una cadena de hierro,Era una cadena televisiva,cadena,False,0.0,0,7,7,0
Era una cadena de reo,Era una cadena de radio,cadena,False,0.0,0,8,8,0
Era una cadena de reo,Era una cadena televisiva,cadena,False,0.0,0,8,8,0
Era una cadena de radio,Era una cadena televisiva,cadena,True,0.0,0,7,7,0
Ella vio la caja registradora,Ella vio la caja bancaria,caja,True,0.0,0,9,9,0
Ella vio la caja registradora,Ella vio la caja fuerte,caja,False,0.0,0,9,9,0
Ella vio la caja registradora,Ella vio la caja sellada,caja,False,0.0,0,9,9,0
Ella vio la caja registradora,Ella vio la caja acústica,caja,False,0.0,0,9,9,0
Ella vio la caja registradora,Ella vio la caja percusiva,caja,False,0.0,0,9,9,0
Ella vio la caja bancaria,Ella vio la caja fuerte,caja,False,0.0,0,8,8,0
Ella vio la caja bancaria,Ella vio la caja sellada,caja,False,0.0,0,8,8,0
Ella vio la caja bancaria,Ella vio la caja acústica,caja,False,0.0,0,8,8,0
Ella vio la caja bancaria,Ella vio la caja percusiva,caja,False,0.0,0,8,8,0
Ella vio la caja fuerte,Ella vio la caja sellada,caja,True,0.0,0,7,7,0
Ella vio la caja fuerte,Ella vio la caja acústica,caja,False,0.0,0,7,7,0
Ella vio la caja fuerte,Ella vio la caja percusiva,caja,False,0.0,0,7,7,0
Ella vio la caja sellada,Ella vio la caja acústica,caja,False,0.0,0,8,8,0
Ella vio la caja sellada,Ella vio la caja percusiva,caja,False,0.0,0,8,8,0
Ella vio la caja acústica,Ella vio la caja percusiva,caja,True,0.0,0,8,8,0
Condujo en la calle principal,Condujo en la calle marginal,calle,True,0.0,0,9,9,0
Condujo en la calle principal,Condujo en la calle asfaltada,calle,False,0.0,0,9,9,0
Condujo en la calle principal,Condujo en la calle resbalosa,calle,False,0.0,0,9,9,0
Condujo en la calle marginal,Condujo en la calle asfaltada,calle,False,0.0,0,9,9,0
Condujo en la calle marginal,Condujo en la calle resbalosa,calle,False,0.0,0,9,9,0
Condujo en la calle asfaltada,Condujo en la calle resbalosa,calle,True,0.0,0,10,10,0
Era un campo competitivo,Era un campo biológico,campo,True,0.0,0,9,9,0
Era un campo competitivo,Era un campo cultivado,campo,False,0.0,0,9,9,0
Era un campo competitivo,Era un campo abandonado,campo,False,0.0,0,9,9,0
Era un campo biológico,Era un campo cultivado,campo,False,0.0,0,7,7,0
Era un campo biológico,Era un campo abandonado,campo,False,0.0,0,7,7,0
Era un campo cultivado,Era un campo abandonado,campo,True,0.0,0,8,8,0
Estaba en el canal televisivo,Estaba en el canal de comedia,canal,True,0.0,0,8,8,0
Estaba en el canal televisivo,Estaba en el canal navegable,canal,False,0.0,0,8,8,0
Estaba en el canal televisivo,Estaba en el canal marítimo,canal,False,0.0,0,8,8,0
Estaba en el canal televisivo,Estaba en el canal cervical,canal,False,0.0,0,8,8,0
Estaba en el canal televisivo,Estaba en el canal uterino,canal,False,0.0,0,8,8,0
Estaba en el canal de comedia,Estaba en el canal navegable,canal,False,0.0,0,9,9,0
Estaba en el canal de comedia,Estaba en el canal marítimo,canal,False,0.0,0,9,9,0
Estaba en el canal de comedia,Estaba en el canal cervical,canal,False,0.0,0,9,9,0
Estaba en el canal de comedia,Estaba en el canal uterino,canal,False,0.0,0,9,9,0
Estaba en el canal navegable,Estaba en el canal marítimo,canal,True,0.0,0,10,10,0
Estaba en el canal navegable,Estaba en el canal cervical,canal,False,0.0,0,10,10,0
Estaba en el canal navegable,Estaba en el canal uterino,canal,False,0.0,0,10,10,0
Estaba en el canal marítimo,Estaba en el canal cervical,canal,False,0.0,0,9,9,0
Estaba en el canal marítimo,Estaba en el canal uterino,canal,False,0.0,0,9,9,0
Estaba en el canal cervical,Estaba en el canal uterino,canal,True,0.0,0,10,10,0
Se trataba de la capa de superhéroe,Se trataba de la capa de tela,capa,True,0.0,0,11,11,0
Se trataba de la capa de superhéroe,Se trataba de la capa atmosférica,capa,False,0.0,0,11,11,0
Se trataba de la capa de superhéroe,Se trataba de la capa de ozono,capa,False,0.0,0,11,11,0
Se trataba de la capa de tela,Se trataba de la capa atmosférica,capa,False,0.0,0,9,9,0
Se trataba de la capa de tela,Se trataba de la capa de ozono,capa,False,0.0,0,9,9,0
Se trataba de la capa atmosférica,Se trataba de la capa de ozono,capa,True,0.0,0,11,11,0
Le gustó la capital holandesa,Le gustó la capital antigua,capital,True,0.0,0,11,11,0
Le gustó la capital holandesa,Le gustó el capital financiero,capital,False,0.0,0,11,11,0
Le gustó la capital holandesa,Le gustó el capital económico,capital,False,0.0,0,11,11,0
Le gustó la capital antigua,Le gustó el capital financiero,capital,False,0.0,0,9,9,0
Le gustó la capital antigua,Le gustó el capital económico,capital,False,0.0,0,9,9,0
Le gustó el capital financiero,Le gustó el capital económico,capital,True,0.0,0,10,10,0
Fue una carrera profesional,Fue una carrera universitaria,carrera,True,0.0,0,6,6,0
Fue una carrera profesional,Fue una carrera académica,carrera,True,0.0,0,6,6,0
Fue una carrera profesional,Fue una carrera benéfica,carrera,False,0.0,0,6,6,0
Fue una carrera profesional,Fue una carrera reñida,carrera,False,0.0,0,6,6,0
Fue una carrera profesional,Fue una carrera olímpica,carrera,False,0.0,0,6,6,0
Fue una carrera universitaria,Fue una carrera académica,carrera,True,0.0,0,6,6,0
Fue una carrera universitaria,Fue una carrera benéfica,carrera,False,0.0,0,6,6,0
Fue una carrera universitaria,Fue una carrera reñida,carrera,False,0.0,0,6,6,0
Fue una carrera universitaria,Fue una carrera olímpica,carrera,False,0.0,0,6,6,0
Fue una carrera académica,Fue una carrera benéfica,carrera,False,0.0,0,8,8,0
Fue una carrera académica,Fue una carrera reñida,carrera,False,0.0,0,8,8,0
Fue una carrera académica,Fue una carrera olímpica,carrera,False,0.0,0,8,8,0
Fue una carrera benéfica,Fue una carrera reñida,carrera,True,0.0,0,8,8,0
Fue una carrera benéfica,Fue una carrera olímpica,carrera,True,0.0,0,8,8,0
Fue una carrera reñida,Fue una carrera olímpica,carrera,True,0.0,0,8,8,0
Era un cartel publicitario,Era un cartel informativo,cartel,True,0.0,0,8,8,0
Era un cartel publicitario,Era un cartel peligroso,cartel,False,0.0,0,8,8,0
Era un cartel publicitario,Era un cartel dominante,cartel,False,0.0,0,8,8,0
Era un cartel informativo,Era un cartel peligroso,cartel,False,0.0,0,8,8,0
Era un cartel informativo,Era un cartel dominante,cartel,False,0.0,0,8,8,0
Era un cartel peligroso,Era un cartel dominante,cartel,True,0.0,0,8,8,0
Le gustó el casco protector,Le gustó el casco de la ciclista,casco,True,0.0,0,10,10,0
Le gustó el casco protector,Le gustó el casco urbano,casco,False,0.0,0,10,10,0
Le gustó el casco protector,Le gustó el casco de la ciudad,casco,False,0.0,0,10,10,0
Le gustó el casco de la ciclista,Le gustó el casco urbano,casco,False,0.0,0,11,11,0
Le gustó el casco de la ciclista,Le gustó el casco de la ciudad,casco,False,0.0,0,11,11,0
Le gustó el casco urbano,Le gustó el casco de la ciudad,casco,True,0.0,0,9,9,0
Era un caudal financiero,Era un caudal heredado,caudal,True,0.0,0,7,7,0
Era un caudal financiero,Era un caudal ambiental,caudal,False,0.0,0,7,7,0
Era un caudal financiero,Era un caudal ecológico,caudal,False,0.0,0,7,7,0
Era un caudal heredado,Era un caudal ambiental,caudal,False,0.0,0,7,7,0
Era un caudal heredado,Era un caudal ecológico,caudal,False,0.0,0,7,7,0
Era un caudal ambiental,Era un caudal ecológico,caudal,True,0.0,0,6,6,0
Estaba en la cima de la montaña,Estaba en la cima de la loma,cima,True,0.0,0,10,10,0
Estaba en la cima de la montaña,Estaba en la cima de su carrera,cima,False,0.0,0,10,10,0
Estaba en la cima de la montaña,Estaba en la cima de la fama,cima,False,0.0,0,10,10,0
Estaba en la cima de la loma,Estaba en la cima de su carrera,cima,False,0.0,0,11,11,0
Estaba en la cima de la loma,Estaba en la cima de la fama,cima,False,0.0,0,11,11,0
Estaba en la cima de su carrera,Estaba en la cima de la fama,cima,True,0.0,0,10,10,0
Usó la cinta adhesiva,Usó la cinta pegante,cinta,True,0.0,0,9,9,0
Usó la cinta adhesiva,Usó la cinta rosada,cinta,False,0.0,0,9,9,0
Usó la cinta adhesiva,Usó la cinta decorativa,cinta,False,0.0,0,9,9,0
Usó la cinta adhesiva,Usó la cinta métrica,cinta,False,0.0,0,9,9,0
Usó la cinta adhesiva,Usó la cinta quirúrgica,cinta,False,0.0,0,9,9,0
Usó la cinta pegante,Usó la cinta rosada,cinta,False,0.0,0,9,9,0
Usó la cinta pegante,Usó la cinta decorativa,cinta,False,0.0,0,9,9,0
Usó la cinta pegante,Usó la cinta métrica,cinta,False,0.0,0,9,9,0
Usó la cinta pegante,Usó la cinta quirúrgica,cinta,False,0.0,0,9,9,0
Usó la cinta rosada,Usó la cinta decorativa,cinta,True,0.0,0,8,8,0
Usó la cinta rosada,Usó la cinta métrica,cinta,False,0.0,0,8,8,0
Usó la cinta rosada,Usó la cinta quirúrgica,cinta,False,0.0,0,8,8,0
Usó la cinta decorativa,Usó la cinta métrica,cinta,False,0.0,0,9,9,0
Usó la cinta decorativa,Usó la cinta quirúrgica,cinta,False,0.0,0,9,9,0
Usó la cinta métrica,Usó la cinta quirúrgica,cinta,False,0.0,0,8,8,0
Se trataba de una clase media,Se trataba de una clase social,clase,True,0.0,0,8,8,0
Se trataba de una clase media,Se trataba de una clase de geología,clase,False,0.0,0,8,8,0
Se trataba de una clase media,Se trataba de una clase aburrida,clase,False,0.0,0,8,8,0
Se trataba de una clase social,Se trataba de una clase de geología,clase,False,0.0,0,8,8,0
Se trataba de una clase social,Se trataba de una clase aburrida,clase,False,0.0,0,8,8,0
Se trataba de una clase de geología,Se trataba de una clase aburrida,clase,True,0.0,0,10,10,0
Era la clave musical,Era la clave de sol,clave,True,0.0,0,6,6,0
Era la clave musical,Era la clave esencial,clave,False,0.0,0,6,6,0
Era la clave musical,Era la clave al caso,clave,False,0.0,0,6,6,0
Era la clave de sol,Era la clave esencial,clave,False,0.0,0,7,7,0
Era la clave de sol,Era la clave al caso,clave,False,0.0,0,7,7,0
Era la clave esencial,Era la clave al caso,clave,True,0.0,0,7,7,0
El clima estaba tenso,El clima estaba amigable,clima,True,0.0,0,7,7,0
El clima estaba tenso,El clima estaba frío,clima,False,0.0,0,7,7,0
El clima estaba tenso,El clima estaba lluvioso,clima,False,0.0,0,7,7,0
El clima estaba amigable,El clima estaba frío,clima,False,0.0,0,7,7,0
El clima estaba amigable,El clima estaba lluvioso,clima,False,0.0,0,7,7,0
El clima estaba frío,El clima estaba lluvioso,clima,True,0.0,0,6,6,0
Era una colonia fragante,Era una colonia sutil,colonia,True,0.0,0,8,8,0
Era una colonia fragante,Era una colonia de hombre,colonia,True,0.0,0,8,8,0
Era una colonia fragante,Era una colonia oprimida,colonia,False,0.0,0,8,8,0
Era una colonia fragante,Era una colonia abandonada,colonia,False,0.0,0,8,8,0
Era una colonia fragante,Era una colonia rebelde,colonia,False,0.0,0,8,8,0
