Word,Sentence_1,Sense_id_s1,Gender_s1,Sentence_2,Sense_id_s2,Gender_s2,context_cue1,context_cue2,Same_sense,Same_gender,counts,Tag
aceite,Compró el aceite de oliva,1,male,Compró el aceite de cocina,1,male,adjective,adjective,True,True,6,Compró el aceite de cocina__Compró el aceite de oliva
aceite,Compró el aceite de oliva,1,male,Compró el aceite de motor,2,male,adjective,adjective,False,True,6,Compró el aceite de motor__Compró el aceite de oliva
aceite,Compró el aceite de oliva,1,male,Compró el aceite de carro,2,male,adjective,adjective,False,True,6,Compró el aceite de carro__Compró el aceite de oliva
aceite,Compró el aceite de cocina,1,male,Compró el aceite de motor,2,male,adjective,adjective,False,True,6,Compró el aceite de cocina__Compró el aceite de motor
aceite,Compró el aceite de cocina,1,male,Compró el aceite de carro,2,male,adjective,adjective,False,True,6,Compró el aceite de carro__Compró el aceite de cocina
aceite,Compró el aceite de motor,2,male,Compró el aceite de carro,2,male,adjective,adjective,True,True,6,Compró el aceite de carro__Compró el aceite de motor
ala,Le gustó el ala sureste,1,female,Le gustó el ala remodelada,1,female,adjective,adjective,True,True,6,Le gustó el ala remodelada__Le gustó el ala sureste
ala,Le gustó el ala sureste,1,female,Le gustó el ala plumosa,2,female,adjective,adjective,False,True,6,Le gustó el ala plumosa__Le gustó el ala sureste
ala,Le gustó el ala sureste,1,female,Le gustó el ala de águila,2,female,adjective,adjective,False,True,6,Le gustó el ala de águila__Le gustó el ala sureste
ala,Le gustó el ala remodelada,1,female,Le gustó el ala plumosa,2,female,adjective,adjective,False,True,6,Le gustó el ala plumosa__Le gustó el ala remodelada
ala,Le gustó el ala remodelada,1,female,Le gustó el ala de águila,2,female,adjective,adjective,False,True,6,Le gustó el ala de águila__Le gustó el ala remodelada
ala,Le gustó el ala plumosa,2,female,Le gustó el ala de águila,2,female,adjective,adjective,True,True,6,Le gustó el ala de águila__Le gustó el ala plumosa
algodón,Evaluó el algodón cultivado,1,male,Evaluó el algodón sembrado,1,male,adjective,adjective,True,True,6,Evaluó el algodón cultivado__Evaluó el algodón sembrado
algodón,Evaluó el algodón cultivado,1,male,Evaluó el algodón endulzado,2,male,adjective,adjective,False,True,6,Evaluó el algodón cultivado__Evaluó el algodón endulzado
algodón,Evaluó el algodón cultivado,1,male,Evaluó el algodón caramelizado,2,male,adjective,adjective,False,True,6,Evaluó el algodón caramelizado__Evaluó el algodón cultivado
algodón,Evaluó el algodón sembrado,1,male,Evaluó el algodón endulzado,2,male,adjective,adjective,False,True,6,Evaluó el algodón endulzado__Evaluó el algodón sembrado
algodón,Evaluó el algodón sembrado,1,male,Evaluó el algodón caramelizado,2,male,adjective,adjective,False,True,6,Evaluó el algodón caramelizado__Evaluó el algodón sembrado
algodón,Evaluó el algodón endulzado,2,male,Evaluó el algodón caramelizado,2,male,adjective,adjective,True,True,6,Evaluó el algodón caramelizado__Evaluó el algodón endulzado
arte,Se trataba del arte de mentir,1,male,Se trataba del arte de guerra,1,male,adjective,adjective,True,True,6,Se trataba del arte de guerra__Se trataba del arte de mentir
arte,Se trataba del arte de mentir,1,male,Se trataba del arte renacentista,2,male,adjective,adjective,False,True,6,Se trataba del arte de mentir__Se trataba del arte renacentista
arte,Se trataba del arte de mentir,1,male,Se trataba del arte abstracto,2,male,adjective,adjective,False,True,6,Se trataba del arte abstracto__Se trataba del arte de mentir
arte,Se trataba del arte de guerra,1,male,Se trataba del arte renacentista,2,male,adjective,adjective,False,True,6,Se trataba del arte de guerra__Se trataba del arte renacentista
arte,Se trataba del arte de guerra,1,male,Se trataba del arte abstracto,2,male,adjective,adjective,False,True,6,Se trataba del arte abstracto__Se trataba del arte de guerra
arte,Se trataba del arte renacentista,2,male,Se trataba del arte abstracto,2,male,adjective,adjective,True,True,6,Se trataba del arte abstracto__Se trataba del arte renacentista
banco,Era un banco financiero,1,male,Era un banco exitoso,1,male,adjective,adjective,True,True,6,Era un banco exitoso__Era un banco financiero
banco,Era un banco financiero,1,male,Era un banco plástico,2,male,adjective,adjective,False,True,6,Era un banco financiero__Era un banco plástico
banco,Era un banco financiero,1,male,Era un banco cómodo,2,male,adjective,adjective,False,True,6,Era un banco cómodo__Era un banco financiero
banco,Era un banco exitoso,1,male,Era un banco plástico,2,male,adjective,adjective,False,True,6,Era un banco exitoso__Era un banco plástico
banco,Era un banco exitoso,1,male,Era un banco cómodo,2,male,adjective,adjective,False,True,6,Era un banco cómodo__Era un banco exitoso
banco,Era un banco plástico,2,male,Era un banco cómodo,2,male,adjective,adjective,True,True,6,Era un banco cómodo__Era un banco plástico
baño,Disfrutó el baño caliente,1,male,Disfrutó el baño frío,1,male,adjective,adjective,True,True,6,Disfrutó el baño caliente__Disfrutó el baño frío
baño,Disfrutó el baño caliente,1,male,Disfrutó el baño remodelado,2,male,adjective,adjective,False,True,6,Disfrutó el baño caliente__Disfrutó el baño remodelado
baño,Disfrutó el baño caliente,1,male,Disfrutó el baño privado,2,male,adjective,adjective,False,True,6,Disfrutó el baño caliente__Disfrutó el baño privado
baño,Disfrutó el baño frío,1,male,Disfrutó el baño remodelado,2,male,adjective,adjective,False,True,6,Disfrutó el baño frío__Disfrutó el baño remodelado
baño,Disfrutó el baño frío,1,male,Disfrutó el baño privado,2,male,adjective,adjective,False,True,6,Disfrutó el baño frío__Disfrutó el baño privado
baño,Disfrutó el baño remodelado,2,male,Disfrutó el baño privado,2,male,adjective,adjective,True,True,6,Disfrutó el baño privado__Disfrutó el baño remodelado
cadena,Era una cadena de oro,1,female,Era una cadena elegante,1,female,adjective,adjective,True,True,15,Era una cadena de oro__Era una cadena elegante
cadena,Era una cadena de oro,1,female,Era una cadena de hierro,2,female,adjective,adjective,False,True,15,Era una cadena de hierro__Era una cadena de oro
cadena,Era una cadena de oro,1,female,Era una cadena de reo,2,female,adjective,adjective,False,True,15,Era una cadena de oro__Era una cadena de reo
cadena,Era una cadena de oro,1,female,Era una cadena de radio,3,female,adjective,adjective,False,True,15,Era una cadena de oro__Era una cadena de radio
cadena,Era una cadena de oro,1,female,Era una cadena televisiva,3,female,adjective,adjective,False,True,15,Era una cadena de oro__Era una cadena televisiva
cadena,Era una cadena elegante,1,female,Era una cadena de hierro,2,female,adjective,adjective,False,True,15,Era una cadena de hierro__Era una cadena elegante
cadena,Era una cadena elegante,1,female,Era una cadena de reo,2,female,adjective,adjective,False,True,15,Era una cadena de reo__Era una cadena elegante
cadena,Era una cadena elegante,1,female,Era una cadena de radio,3,female,adjective,adjective,False,True,15,Era una cadena de radio__Era una cadena elegante
cadena,Era una cadena elegante,1,female,Era una cadena televisiva,3,female,adjective,adjective,False,True,15,Era una cadena elegante__Era una cadena televisiva
cadena,Era una cadena de hierro,2,female,Era una cadena de reo,2,female,adjective,adjective,True,True,15,Era una cadena de hierro__Era una cadena de reo
cadena,Era una cadena de hierro,2,female,Era una cadena de radio,3,female,adjective,adjective,False,True,15,Era una cadena de hierro__Era una cadena de radio
cadena,Era una cadena de hierro,2,female,Era una cadena televisiva,3,female,adjective,adjective,False,True,15,Era una cadena de hierro__Era una cadena televisiva
cadena,Era una cadena de reo,2,female,Era una cadena de radio,3,female,adjective,adjective,False,True,15,Era una cadena de radio__Era una cadena de reo
cadena,Era una cadena de reo,2,female,Era una cadena televisiva,3,female,adjective,adjective,False,True,15,Era una cadena de reo__Era una cadena televisiva
cadena,Era una cadena de radio,3,female,Era una cadena televisiva,3,female,adjective,adjective,True,True,15,Era una cadena de radio__Era una cadena televisiva
caja,Ella vio la caja registradora,1,female,Ella vio la caja bancaria,1,female,adjective,adjective,True,True,15,Ella vio la caja bancaria__Ella vio la caja registradora
caja,Ella vio la caja registradora,1,female,Ella vio la caja fuerte,2,female,adjective,adjective,False,True,15,Ella vio la caja fuerte__Ella vio la caja registradora
caja,Ella vio la caja registradora,1,female,Ella vio la caja sellada,2,female,adjective,adjective,False,True,15,Ella vio la caja registradora__Ella vio la caja sellada
caja,Ella vio la caja registradora,1,female,Ella vio la caja acústica,3,female,adjective,adjective,False,True,15,Ella vio la caja acústica__Ella vio la caja registradora
caja,Ella vio la caja registradora,1,female,Ella vio la caja percusiva,3,female,adjective,adjective,False,True,15,Ella vio la caja percusiva__Ella vio la caja registradora
caja,Ella vio la caja bancaria,1,female,Ella vio la caja fuerte,2,female,adjective,adjective,False,True,15,Ella vio la caja bancaria__Ella vio la caja fuerte
caja,Ella vio la caja bancaria,1,female,Ella vio la caja sellada,2,female,adjective,adjective,False,True,15,Ella vio la caja bancaria__Ella vio la caja sellada
caja,Ella vio la caja bancaria,1,female,Ella vio la caja acústica,3,female,adjective,adjective,False,True,15,Ella vio la caja acústica__Ella vio la caja bancaria
caja,Ella vio la caja bancaria,1,female,Ella vio la caja percusiva,3,female,adjective,adjective,False,True,15,Ella vio la caja bancaria__Ella vio la caja percusiva
caja,Ella vio la caja fuerte,2,female,Ella vio la caja sellada,2,female,adjective,adjective,True,True,15,Ella vio la caja fuerte__Ella vio la caja sellada
caja,Ella vio la caja fuerte,2,female,Ella vio la caja acústica,3,female,adjective,adjective,False,True,15,Ella vio la caja acústica__Ella vio la caja fuerte
